ReviewID,ProductID,CustomerID,Rating,ReviewDate,text,token_count,CategoryName,ProductName,CompanyName
4182,52,QC191,4.9,2026-06-08,"Customer ID: QC191
Customer Company: Mccormick-LevyReal Estate Company
Customer Location: South Sherry, United States
Product Info: Wyze Smart Display Ultra (Category: Smart Display)
Manufacturer: Wyze
Product Price: 9299.12
Rating: 4.9 stars
Review Date: 2026-06-08
Review Content: ""I have to say, This Smart Displayhas been very reliable.The best part is that the Alexa integration feature makes it much more convenient.It offers good value for the price.""",97,Smart Display,Wyze Smart Display Ultra,Mccormick-LevyReal Estate Company
168,87,GV152,3.5,2026-06-08,"Customer ID: GV152
Customer Company: Barnes LLCE-commerce Company
Customer Location: Port Denise, United States
Product Info: Ring Smart Speaker Plus (Category: Smart Speaker)
Manufacturer: Ring
Product Price: 4104.32
Rating: 3.5 stars
Review Date: 2026-06-08
Review Content: ""I noticed that This Smart Speakeris fairly average.the experience during while cooking was acceptable.Another thing I liked is that I noticed some issues with privacy settings.I suggest comparing it with other options before buying.""",103,Smart Speaker,Ring Smart Speaker Plus,Barnes LLCE-commerce Company
469,48,ET738,3.3,2026-06-08,"Customer ID: ET738
Customer Company: Chase, Scott and WebbIT Services Company
Customer Location: Coffeymouth, United States
Product Info: Samsung SmartThings Air Purifier Indoor (Category: Air Purifier)
Manufacturer: Samsung SmartThings
Product Price: 7652.12
Rating: 3.3 stars
Review Date: 2026-06-08
Review Content: ""It works fairly well during when monitoring pets, but performance is average in other situations.""",82,Air Purifier,Samsung SmartThings Air Purifier Indoor,"Chase, Scott and WebbIT Services Company"
503,43,FB602,2.6,2026-06-08,"Customer ID: FB602
Customer Company: Hicks-HendersonHome Improvement Store
Customer Location: Laurenchester, United States
Product Info: Belkin Wemo Smart Display Standard (Category: Smart Display)
Manufacturer: Belkin Wemo
Product Price: 2808.17
Rating: 2.6 stars
Review Date: 2026-06-08
Review Content: ""The issue with app stability is very frustrating. It is not worth the price.""",79,Smart Display,Belkin Wemo Smart Display Standard,Hicks-HendersonHome Improvement Store
1695,4,RG949,4.2,2026-06-08,"Customer ID: RG949
Customer Company: Lynch-WatsonSmall Business
Customer Location: West Justinburgh, United States
Product Info: Ecobee Home Hub Max (Category: Home Hub)
Manufacturer: Ecobee
Product Price: 3626.85
Rating: 4.2 stars
Review Date: 2026-06-08
Review Content: ""This is one of the best Home Hub products I have used. It has strong smart home compatibility and offers great value.""",85,Home Hub,Ecobee Home Hub Max,Lynch-WatsonSmall Business
2727,91,OE837,3.9,2026-06-08,"Customer ID: OE837
Customer Company: Smith GroupOnline Marketplace Seller
Customer Location: Lake Jenniferbury, United States
Product Info: Ring Smart Lighting Premium (Category: Smart Lighting)
Manufacturer: Ring
Product Price: 6457.22
Rating: 3.9 stars
Review Date: 2026-06-08
Review Content: ""Based on my experience, This product Ring Smart Lighting Premiumis okay for the price.when using it in my apartment, the energy-saving mode feature worked fairly well.In addition, some minor problems became noticeable after extended use.It offers good value for the price.""",114,Smart Lighting,Ring Smart Lighting Premium,Smith GroupOnline Marketplace Seller
2746,52,MX294,5.0,2026-06-08,"Customer ID: MX294
Customer Company: Tyler-AllenRetail Company
Customer Location: Port Samantha, United States
Product Info: Wyze Smart Display Ultra (Category: Smart Display)
Manufacturer: Wyze
Product Price: 9299.12
Rating: 5.0 stars
Review Date: 2026-06-08
Review Content: ""After trying it for a few days, This product Wyze Smart Display Ultraworks really well.If I had to mention one downside, the instructions could be clearer.It feels worth the price.""",98,Smart Display,Wyze Smart Display Ultra,Tyler-AllenRetail Company
2230,37,JO498,1.2,2026-06-07,"Customer ID: JO498
Customer Company: Davis-WoodwardOnline Marketplace Seller
Customer Location: South Eric, United States
Product Info: Google Nest Smart Lighting Mini (Category: Smart Lighting)
Manufacturer: Google Nest
Product Price: 2956.67
Rating: 1.2 stars
Review Date: 2026-06-07
Review Content: ""After comparing several similar products, This product Google Nest Smart Lighting Minidoes not feel worth the price.The main issue is its unclear instructions.""",91,Smart Lighting,Google Nest Smart Lighting Mini,Davis-WoodwardOnline Marketplace Seller
2514,23,NZ483,2.7,2026-06-07,"Customer ID: NZ483
Customer Company: Nelson-BryantE-commerce Company
Customer Location: Marissaside, United States
Product Info: LG Electronics Smart Doorbell Plus (Category: Smart Doorbell)
Manufacturer: LG Electronics
Product Price: 6055.12
Rating: 2.7 stars
Review Date: 2026-06-07
Review Content: ""I am not satisfied with this Smart Doorbell. It has slow customer support, and it does not feel worth the money.""",88,Smart Doorbell,LG Electronics Smart Doorbell Plus,Nelson-BryantE-commerce Company
2562,28,GH572,2.4,2026-06-07,"Customer ID: GH572
Customer Company: Dunn GroupIT Services Company
Customer Location: Hensleyhaven, United States
Product Info: Samsung SmartThings Smart Lighting Standard (Category: Smart Lighting)
Manufacturer: Samsung SmartThings
Product Price: 612.27
Rating: 2.4 stars
Review Date: 2026-06-07
Review Content: ""It stopped working after one week of use. It has higher-than-expected power usage, and customer support was slow.""",87,Smart Lighting,Samsung SmartThings Smart Lighting Standard,Dunn GroupIT Services Company
3526,40,ET738,3.6,2026-06-07,"Customer ID: ET738
Customer Company: Chase, Scott and WebbIT Services Company
Customer Location: Coffeymouth, United States
Product Info: TP-Link Kasa Smart Speaker Pro (Category: Smart Speaker)
Manufacturer: TP-Link Kasa
Product Price: 3817.23
Rating: 3.6 stars
Review Date: 2026-06-07
Review Content: ""Overall, it is decent. It has fast response time, but there is still room for improvement.""",89,Smart Speaker,TP-Link Kasa Smart Speaker Pro,"Chase, Scott and WebbIT Services Company"
1420,82,JO978,2.5,2026-06-07,"Customer ID: JO978
Customer Company: Bird, Hardin and RodriguezTechnology Startup
Customer Location: Meganfort, United States
Product Info: Apple Home Smart Doorbell Essential (Category: Smart Doorbell)
Manufacturer: Apple Home
Product Price: 4709.51
Rating: 2.5 stars
Review Date: 2026-06-07
Review Content: ""This product has serious issues. It has unstable Wi-Fi connection, and I have already requested a return.""",86,Smart Doorbell,Apple Home Smart Doorbell Essential,"Bird, Hardin and RodriguezTechnology Startup"
1502,58,UC855,3.1,2026-06-07,"Customer ID: UC855
Customer Company: Smith LLCInterior Design Studio
Customer Location: Jordanberg, United States
Product Info: Ecobee Smart Thermostat Indoor (Category: Smart Thermostat)
Manufacturer: Ecobee
Product Price: 250.07
Rating: 3.1 stars
Review Date: 2026-06-07
Review Content: ""After reading several reviews, I chose this one. This product Ecobee Smart Thermostat Indoordoes not really stand out.the fast response time is a nice touch.Unfortunately, I noticed some issues with app stability.You may want to consider similar products from other brands.""",111,Smart Thermostat,Ecobee Smart Thermostat Indoor,Smith LLCInterior Design Studio
51,35,ZA627,2.9,2026-06-06,"Customer ID: ZA627
Customer Company: Gray-HansenRetail Company
Customer Location: West Kevin, United States
Product Info: TP-Link Kasa Air Purifier Max (Category: Air Purifier)
Manufacturer: TP-Link Kasa
Product Price: 5418.72
Rating: 2.9 stars
Review Date: 2026-06-06
Review Content: ""The issue with customer support is very frustrating. It is not worth the price.""",83,Air Purifier,TP-Link Kasa Air Purifier Max,Gray-HansenRetail Company
299,13,PK065,4.0,2026-06-06,"Customer ID: PK065
Customer Company: Lee, Stevens and SweeneyIT Services Company
Customer Location: New Robert, United States
Product Info: Google Nest Smart Lighting Plus (Category: Smart Lighting)
Manufacturer: Google Nest
Product Price: 9132.54
Rating: 4.0 stars
Review Date: 2026-06-06
Review Content: ""This Smart Lighting works really well and has strong smart home compatibility. Overall, I am very happy with it.""",88,Smart Lighting,Google Nest Smart Lighting Plus,"Lee, Stevens and SweeneyIT Services Company"
1674,12,XS276,3.4,2026-06-06,"Customer ID: XS276
Customer Company: James GroupSmall Business
Customer Location: North Alexander, United States
Product Info: Honeywell Home Home Hub Indoor (Category: Home Hub)
Manufacturer: Honeywell Home
Product Price: 1806.41
Rating: 3.4 stars
Review Date: 2026-06-06
Review Content: ""I noticed that This product Honeywell Home Home Hub Indooris neither great nor terrible.when using it for home security, the smart scheduling feature worked fairly well.What surprised me is that its performance is only average for remote work.I would not really recommend it.""",113,Home Hub,Honeywell Home Home Hub Indoor,James GroupSmall Business
2355,90,ZX420,1.7,2026-06-06,"Customer ID: ZX420
Customer Company: Walker and SonsHome Automation Company
Customer Location: East Russellburgh, United States
Product Info: Wyze Smart Speaker Essential (Category: Smart Speaker)
Manufacturer: Wyze
Product Price: 5222.53
Rating: 1.7 stars
Review Date: 2026-06-06
Review Content: ""The issue with notification delays is very frustrating. It is not worth the price.""",78,Smart Speaker,Wyze Smart Speaker Essential,Walker and SonsHome Automation Company
4804,88,JJ935,4.1,2026-06-06,"Customer ID: JJ935
Customer Company: Banks, Andrews and HickmanSmall Business
Customer Location: Scottport, United States
Product Info: Samsung SmartThings Smart TV Ultra (Category: Smart TV)
Manufacturer: Samsung SmartThings
Product Price: 5539.41
Rating: 4.1 stars
Review Date: 2026-06-06
Review Content: ""After a few weeks of use, This product Samsung SmartThings Smart TV Ultrais very easy to use.Unfortunately, the app control feature is especially useful.It works better than the similar model my coworker uses.If I had to mention one downside, the instructions could be clearer.I would recommend it to anyone looking for a smart home device.""",131,Smart TV,Samsung SmartThings Smart TV Ultra,"Banks, Andrews and HickmanSmall Business"
4432,93,GV152,2.1,2026-06-06,"Customer ID: GV152
Customer Company: Barnes LLCE-commerce Company
Customer Location: Port Denise, United States
Product Info: GE Appliances Smart Display Max (Category: Smart Display)
Manufacturer: GE Appliances
Product Price: 6390.49
Rating: 2.1 stars
Review Date: 2026-06-06
Review Content: ""The issue with battery life is very frustrating. It is not worth the price.""",80,Smart Display,GE Appliances Smart Display Max,Barnes LLCE-commerce Company
3119,1,ER267,1.3,2026-06-05,"Customer ID: ER267
Customer Company: Hill, Gonzales and PerkinsOnline Marketplace Seller
Customer Location: East Emilymouth, United States
Product Info: Philips Hue Smart Lock Max (Category: Smart Lock)
Manufacturer: Philips Hue
Product Price: 5672.5
Rating: 1.3 stars
Review Date: 2026-06-05
Review Content: ""It stopped working after one week of use. It has limited compatibility, and customer support was slow.""",86,Smart Lock,Philips Hue Smart Lock Max,"Hill, Gonzales and PerkinsOnline Marketplace Seller"
1873,34,ID078,4.6,2026-06-05,"Customer ID: ID078
Customer Company: English IncSecurity Service Provider
Customer Location: Murillostad, United States
Product Info: Arlo Smart TV Plus (Category: Smart TV)
Manufacturer: Arlo
Product Price: 2893.75
Rating: 4.6 stars
Review Date: 2026-06-05
Review Content: ""The Alexa integration feature is especially helpful, making it very convenient for remote work.""",76,Smart TV,Arlo Smart TV Plus,English IncSecurity Service Provider
1971,100,HB552,4.4,2026-06-05,"Customer ID: HB552
Customer Company: Meyer, Reese and McdanielSecurity Service Provider
Customer Location: East Ryan, United States
Product Info: Belkin Wemo Air Purifier Mini (Category: Air Purifier)
Manufacturer: Belkin Wemo
Product Price: 404.97
Rating: 4.4 stars
Review Date: 2026-06-05
Review Content: ""It works very well during before going to bed, especially because of its strong Wi-Fi performance.""",86,Air Purifier,Belkin Wemo Air Purifier Mini,"Meyer, Reese and McdanielSecurity Service Provider"
2152,84,OV175,3.4,2026-06-05,"Customer ID: OV175
Customer Company: Durham IncOnline Marketplace Seller
Customer Location: Port Kelsey, United States
Product Info: Eufy Smart Doorbell Plus (Category: Smart Doorbell)
Manufacturer: Eufy
Product Price: 4729.24
Rating: 3.4 stars
Review Date: 2026-06-05
Review Content: ""It works fairly well during while cooking, but performance is average in other situations.""",77,Smart Doorbell,Eufy Smart Doorbell Plus,Durham IncOnline Marketplace Seller
2180,89,MW797,2.6,2026-06-05,"Customer ID: MW797
Customer Company: Gordon LLCE-commerce Company
Customer Location: Port Caitlynton, United States
Product Info: Ring Home Hub Pro (Category: Home Hub)
Manufacturer: Ring
Product Price: 4195.92
Rating: 2.6 stars
Review Date: 2026-06-05
Review Content: ""After purchasing it, This Home Huboffers poor value for the money.Within a week of use, it started having hardware issues.I have already requested a return.""",94,Home Hub,Ring Home Hub Pro,Gordon LLCE-commerce Company
2711,68,RG949,3.0,2026-06-05,"Customer ID: RG949
Customer Company: Lynch-WatsonSmall Business
Customer Location: West Justinburgh, United States
Product Info: Arlo Smart Speaker Premium (Category: Smart Speaker)
Manufacturer: Arlo
Product Price: 5196.15
Rating: 3.0 stars
Review Date: 2026-06-05
Review Content: ""From my experience, This product Arlo Smart Speaker Premiumis fairly average.the clear video quality is a nice touch.The biggest issue is that its performance is only average for remote work.It is a little expensive, but the quality is good.""",109,Smart Speaker,Arlo Smart Speaker Premium,Lynch-WatsonSmall Business
738,61,ID078,4.0,2026-06-05,"Customer ID: ID078
Customer Company: English IncSecurity Service Provider
Customer Location: Murillostad, United States
Product Info: Ecobee Smart Display Pro (Category: Smart Display)
Manufacturer: Ecobee
Product Price: 8699.12
Rating: 4.0 stars
Review Date: 2026-06-05
Review Content: ""I am very satisfied with this purchase. It has strong smart home compatibility, and shipping was fast.""",80,Smart Display,Ecobee Smart Display Pro,English IncSecurity Service Provider
1252,71,XS276,3.5,2026-06-05,"Customer ID: XS276
Customer Company: James GroupSmall Business
Customer Location: North Alexander, United States
Product Info: Apple Home Smart Display Premium (Category: Smart Display)
Manufacturer: Apple Home
Product Price: 8350.43
Rating: 3.5 stars
Review Date: 2026-06-05
Review Content: ""This Smart Display is okay for the price. It has easy installation, but I noticed some issues with customer support.""",85,Smart Display,Apple Home Smart Display Premium,James GroupSmall Business
1434,56,ZA627,2.2,2026-06-05,"Customer ID: ZA627
Customer Company: Gray-HansenRetail Company
Customer Location: West Kevin, United States
Product Info: LG Electronics Streaming Device Outdoor (Category: Streaming Device)
Manufacturer: LG Electronics
Product Price: 8144.74
Rating: 2.2 stars
Review Date: 2026-06-05
Review Content: ""This product has serious issues. It has difficult installation, and I have already requested a return.""",82,Streaming Device,LG Electronics Streaming Device Outdoor,Gray-HansenRetail Company
4723,13,MU442,3.4,2026-06-05,"Customer ID: MU442
Customer Company: Ramirez, Rodriguez and AyalaReal Estate Company
Customer Location: Lake Stephanie, United States
Product Info: Google Nest Smart Lighting Plus (Category: Smart Lighting)
Manufacturer: Google Nest
Product Price: 9132.54
Rating: 3.4 stars
Review Date: 2026-06-05
Review Content: ""The quality of this Smart Lighting is acceptable. It has easy setup, but the voice assistant integration could be better.""",89,Smart Lighting,Google Nest Smart Lighting Plus,"Ramirez, Rodriguez and AyalaReal Estate Company"
2449,32,OZ845,4.2,2026-06-04,"Customer ID: OZ845
Customer Company: Watson, Herrera and AndersonTechnology Startup
Customer Location: Port Derekhaven, United States
Product Info: LG Electronics Home Hub Ultra (Category: Home Hub)
Manufacturer: LG Electronics
Product Price: 8405.37
Rating: 4.2 stars
Review Date: 2026-06-04
Review Content: ""I noticed that This Home Hubwas simple to set up.If I had to mention one downside, the price is a little higher than expected.It offers good value for the price.""",101,Home Hub,LG Electronics Home Hub Ultra,"Watson, Herrera and AndersonTechnology Startup"
2612,99,BN567,1.1,2026-06-04,"Customer ID: BN567
Customer Company: Garcia-RichardHome Improvement Store
Customer Location: North Jeremy, United States
Product Info: Ecobee Home Hub Ultra (Category: Home Hub)
Manufacturer: Ecobee
Product Price: 961.07
Rating: 1.1 stars
Review Date: 2026-06-04
Review Content: ""I must admit, This Home Hubhas noticeable defects.The main issue is its slow customer support.""",81,Home Hub,Ecobee Home Hub Ultra,Garcia-RichardHome Improvement Store
3127,62,DY566,3.8,2026-06-04,"Customer ID: DY566
Customer Company: Cruz-BlairRetail Company
Customer Location: New Kenneth, United States
Product Info: Belkin Wemo Smart TV Pro (Category: Smart TV)
Manufacturer: Belkin Wemo
Product Price: 5158.06
Rating: 3.8 stars
Review Date: 2026-06-04
Review Content: ""The quality of this Smart TV is acceptable. It has reliable performance, but the motion detection accuracy could be better.""",86,Smart TV,Belkin Wemo Smart TV Pro,Cruz-BlairRetail Company
3254,44,HB552,4.2,2026-06-04,"Customer ID: HB552
Customer Company: Meyer, Reese and McdanielSecurity Service Provider
Customer Location: East Ryan, United States
Product Info: Honeywell Home Smart Thermostat Outdoor (Category: Smart Thermostat)
Manufacturer: Honeywell Home
Product Price: 4467.77
Rating: 4.2 stars
Review Date: 2026-06-04
Review Content: ""After purchasing it, This Smart Thermostathas been very reliable.For the price, this product is pretty good.""",87,Smart Thermostat,Honeywell Home Smart Thermostat Outdoor,"Meyer, Reese and McdanielSecurity Service Provider"
3333,23,XW166,3.9,2026-06-04,"Customer ID: XW166
Customer Company: Phillips, Larson and JonesOnline Marketplace Seller
Customer Location: Monicafort, United States
Product Info: LG Electronics Smart Doorbell Plus (Category: Smart Doorbell)
Manufacturer: LG Electronics
Product Price: 6055.12
Rating: 3.9 stars
Review Date: 2026-06-04
Review Content: ""Overall, it is decent. It has energy-efficient performance, but there is still room for improvement.""",86,Smart Doorbell,LG Electronics Smart Doorbell Plus,"Phillips, Larson and JonesOnline Marketplace Seller"
3587,22,ER267,4.2,2026-06-04,"Customer ID: ER267
Customer Company: Hill, Gonzales and PerkinsOnline Marketplace Seller
Customer Location: East Emilymouth, United States
Product Info: Google Nest Smart TV Pro (Category: Smart TV)
Manufacturer: Google Nest
Product Price: 4090.62
Rating: 4.2 stars
Review Date: 2026-06-04
Review Content: ""It works very well during when monitoring pets, especially because of its compact design.""",82,Smart TV,Google Nest Smart TV Pro,"Hill, Gonzales and PerkinsOnline Marketplace Seller"
3904,27,LC708,4.2,2026-06-04,"Customer ID: LC708
Customer Company: Blankenship, Oneal and PerezTechnology Startup
Customer Location: Cookhaven, United States
Product Info: Belkin Wemo Smart Speaker Outdoor (Category: Smart Speaker)
Manufacturer: Belkin Wemo
Product Price: 9783.21
Rating: 4.2 stars
Review Date: 2026-06-04
Review Content: ""After reading several reviews, I chose this one. This product Belkin Wemo Smart Speaker Outdoorworks really well.That said, the voice control feature is especially useful.You get what you pay for.""",102,Smart Speaker,Belkin Wemo Smart Speaker Outdoor,"Blankenship, Oneal and PerezTechnology Startup"
80,2,LC708,1.5,2026-06-04,"Customer ID: LC708
Customer Company: Blankenship, Oneal and PerezTechnology Startup
Customer Location: Cookhaven, United States
Product Info: Samsung SmartThings Smart Sensor Plus (Category: Smart Sensor)
Manufacturer: Samsung SmartThings
Product Price: 873.65
Rating: 1.5 stars
Review Date: 2026-06-04
Review Content: ""Honestly, This product Samsung SmartThings Smart Sensor Plusis not something I would recommend.The problem with setup process is very frustrating.""",88,Smart Sensor,Samsung SmartThings Smart Sensor Plus,"Blankenship, Oneal and PerezTechnology Startup"
648,85,OV175,1.1,2026-06-04,"Customer ID: OV175
Customer Company: Durham IncOnline Marketplace Seller
Customer Location: Port Kelsey, United States
Product Info: Wyze Smart Thermostat Max (Category: Smart Thermostat)
Manufacturer: Wyze
Product Price: 9824.36
Rating: 1.1 stars
Review Date: 2026-06-04
Review Content: ""It stopped working after one week of use. It has unclear instructions, and customer support was slow.""",81,Smart Thermostat,Wyze Smart Thermostat Max,Durham IncOnline Marketplace Seller
1512,49,ET738,1.3,2026-06-04,"Customer ID: ET738
Customer Company: Chase, Scott and WebbIT Services Company
Customer Location: Coffeymouth, United States
Product Info: GE Appliances Smart Speaker Standard (Category: Smart Speaker)
Manufacturer: GE Appliances
Product Price: 7367.78
Rating: 1.3 stars
Review Date: 2026-06-04
Review Content: ""I would not recommend this Smart Speaker. It has unclear instructions, and I was disappointed.""",83,Smart Speaker,GE Appliances Smart Speaker Standard,"Chase, Scott and WebbIT Services Company"
363,66,CK028,2.6,2026-06-03,"Customer ID: CK028
Customer Company: Hoffman, Baker and BarnesSecurity Service Provider
Customer Location: West Jamesmouth, United States
Product Info: Apple Home Smart Display Max (Category: Smart Display)
Manufacturer: Apple Home
Product Price: 1890.93
Rating: 2.6 stars
Review Date: 2026-06-03
Review Content: ""After using it for a while, This product Apple Home Smart Display Maxhas noticeable defects.The main issue is its high price.The only positive thing I can say is that the packaging was good.I would not recommend it to other buyers.""",114,Smart Display,Apple Home Smart Display Max,"Hoffman, Baker and BarnesSecurity Service Provider"
592,71,HB552,4.7,2026-06-03,"Customer ID: HB552
Customer Company: Meyer, Reese and McdanielSecurity Service Provider
Customer Location: East Ryan, United States
Product Info: Apple Home Smart Display Premium (Category: Smart Display)
Manufacturer: Apple Home
Product Price: 8350.43
Rating: 4.7 stars
Review Date: 2026-06-03
Review Content: ""I must admit, This product Apple Home Smart Display Premiumhas great build quality.It is also worth mentioning that the easy setup is a major plus.I would not really recommend it.""",102,Smart Display,Apple Home Smart Display Premium,"Meyer, Reese and McdanielSecurity Service Provider"
1063,86,QO801,4.4,2026-06-03,"Customer ID: QO801
Customer Company: Miller, Brock and SuttonProperty Management Company
Customer Location: Port Shelby, United States
Product Info: Ring Security System Premium (Category: Security System)
Manufacturer: Ring
Product Price: 5222.07
Rating: 4.4 stars
Review Date: 2026-06-03
Review Content: ""The geofencing feature is especially helpful, making it very convenient for remote work.""",79,Security System,Ring Security System Premium,"Miller, Brock and SuttonProperty Management Company"
1392,97,PU637,2.6,2026-06-03,"Customer ID: PU637
Customer Company: Fox and SonsTechnology Startup
Customer Location: North Jenniferfort, United States
Product Info: Eufy Smart Thermostat Ultra (Category: Smart Thermostat)
Manufacturer: Eufy
Product Price: 1668.64
Rating: 2.6 stars
Review Date: 2026-06-03
Review Content: ""I would not recommend this Smart Thermostat. It has average audio quality, and I was disappointed.""",80,Smart Thermostat,Eufy Smart Thermostat Ultra,Fox and SonsTechnology Startup
3402,63,ES731,4.0,2026-06-03,"Customer ID: ES731
Customer Company: Williams, Evans and BrennanTechnology Startup
Customer Location: Clarkton, United States
Product Info: Arlo Smart Doorbell Outdoor (Category: Smart Doorbell)
Manufacturer: Arlo
Product Price: 1523.79
Rating: 4.0 stars
Review Date: 2026-06-03
Review Content: ""The app control feature on this Smart Doorbell is very useful, and it also has energy-efficient performance.""",83,Smart Doorbell,Arlo Smart Doorbell Outdoor,"Williams, Evans and BrennanTechnology Startup"
3489,31,UN313,1.7,2026-06-02,"Customer ID: UN313
Customer Company: Archer and SonsTechnology Startup
Customer Location: Port Jill, United States
Product Info: TP-Link Kasa Smart Plug Plus (Category: Smart Plug)
Manufacturer: TP-Link Kasa
Product Price: 7017.13
Rating: 1.7 stars
Review Date: 2026-06-02
Review Content: ""I am not satisfied with this Smart Plug. It has average audio quality, and it does not feel worth the money.""",91,Smart Plug,TP-Link Kasa Smart Plug Plus,Archer and SonsTechnology Startup
3916,65,TF836,4.1,2026-06-02,"Customer ID: TF836
Customer Company: Becker LtdConsumer Electronics Store
Customer Location: South Nataliemouth, United States
Product Info: Honeywell Home Smart Camera Mini (Category: Smart Camera)
Manufacturer: Honeywell Home
Product Price: 4384.84
Rating: 4.1 stars
Review Date: 2026-06-02
Review Content: ""The design of this Smart Camera is very user-friendly. It has long battery life and I would recommend it.""",86,Smart Camera,Honeywell Home Smart Camera Mini,Becker LtdConsumer Electronics Store
