ReviewID,ProductID,CustomerID,Rating,ReviewDate,text,token_count,CategoryName,ProductName,CompanyName
3,49,BI149,3.4,2025-06-29,"Customer ID: BI149
Customer Company: Richard IncFacility Management Company
Customer Location: New Grantfort, United States
Product Info: Belkin Wemo Robot Vacuum Pro (Category: Robot Vacuum)
Manufacturer: Belkin Wemo
Product Price: 5699.41
Rating: 3.4 stars
Review Date: 2025-06-29
Review Content: ""As a first-time smart home buyer, This Robot Vacuumdoes not really stand out.when using it on weekends, the app control feature worked fairly well.It is also worth mentioning that its performance is only average for family use.I suggest comparing it with other options before buying.""",119,Robot Vacuum,Belkin Wemo Robot Vacuum Pro,Richard IncFacility Management Company
10,48,VN143,3.8,2025-06-11,"Customer ID: VN143
Customer Company: Morales GroupConsumer Electronics Store
Customer Location: Youngview, United States
Product Info: Ecobee Smart Lighting Outdoor (Category: Smart Lighting)
Manufacturer: Ecobee
Product Price: 9320.67
Rating: 3.8 stars
Review Date: 2025-06-11
Review Content: ""From my experience, This Smart Lightingis neither great nor terrible.the experience during during family movie nights was acceptable.What I liked most is that I noticed some issues with privacy settings.It feels worth the price.""",102,Smart Lighting,Ecobee Smart Lighting Outdoor,Morales GroupConsumer Electronics Store
5,39,KW295,4.1,2025-05-31,"Customer ID: KW295
Customer Company: Tate and SonsOnline Marketplace Seller
Customer Location: Timothyside, United States
Product Info: Samsung SmartThings Smart Doorbell Max (Category: Smart Doorbell)
Manufacturer: Samsung SmartThings
Product Price: 5101.28
Rating: 4.1 stars
Review Date: 2025-05-31
Review Content: ""This Smart Doorbell works really well and has easy installation. Overall, I am very happy with it.""",83,Smart Doorbell,Samsung SmartThings Smart Doorbell Max,Tate and SonsOnline Marketplace Seller
28,1,IH506,1.0,2025-04-28,"Customer ID: IH506
Customer Company: Flores-MartinFacility Management Company
Customer Location: Benjaminshire, United States
Product Info: Apple Home Air Purifier Plus (Category: Air Purifier)
Manufacturer: Apple Home
Product Price: 8995.81
Rating: 1.0 stars
Review Date: 2025-04-28
Review Content: ""After using it for a while, This Air Purifierhas been frustrating to use.It did not work properly during during family movie nights.I would not recommend it to other buyers.""",98,Air Purifier,Apple Home Air Purifier Plus,Flores-MartinFacility Management Company
6,24,BI149,2.8,2025-04-27,"Customer ID: BI149
Customer Company: Richard IncFacility Management Company
Customer Location: New Grantfort, United States
Product Info: TP-Link Kasa Smart Display Plus (Category: Smart Display)
Manufacturer: TP-Link Kasa
Product Price: 8981.74
Rating: 2.8 stars
Review Date: 2025-04-27
Review Content: ""I would not recommend this Smart Display. It has confusing setup process, and I was disappointed.""",86,Smart Display,TP-Link Kasa Smart Display Plus,Richard IncFacility Management Company
14,57,KW295,3.8,2025-04-24,"Customer ID: KW295
Customer Company: Tate and SonsOnline Marketplace Seller
Customer Location: Timothyside, United States
Product Info: Belkin Wemo Smart Camera Essential (Category: Smart Camera)
Manufacturer: Belkin Wemo
Product Price: 9004.82
Rating: 3.8 stars
Review Date: 2025-04-24
Review Content: ""It works fairly well during while cooking, but performance is average in other situations.""",79,Smart Camera,Belkin Wemo Smart Camera Essential,Tate and SonsOnline Marketplace Seller
13,91,VN143,1.1,2025-04-05,"Customer ID: VN143
Customer Company: Morales GroupConsumer Electronics Store
Customer Location: Youngview, United States
Product Info: Ring Smart TV Premium (Category: Smart TV)
Manufacturer: Ring
Product Price: 4258.18
Rating: 1.1 stars
Review Date: 2025-04-05
Review Content: ""I must admit, This Smart TVdid not meet my expectations at all.Within a week of use, it started having performance problems.""",86,Smart TV,Ring Smart TV Premium,Morales GroupConsumer Electronics Store
19,9,VB832,1.4,2025-04-04,"Customer ID: VB832
Customer Company: Holland, Velez and MathewsFacility Management Company
Customer Location: Pottsmouth, United States
Product Info: Samsung SmartThings Smart Speaker Outdoor (Category: Smart Speaker)
Manufacturer: Samsung SmartThings
Product Price: 1447.2
Rating: 1.4 stars
Review Date: 2025-04-04
Review Content: ""As a first-time smart home buyer, This product Samsung SmartThings Smart Speaker Outdooris very disappointing.The main issue is its limited smart features.I would not recommend it to other buyers.""",102,Smart Speaker,Samsung SmartThings Smart Speaker Outdoor,"Holland, Velez and MathewsFacility Management Company"
30,17,DQ379,3.7,2024-11-21,"Customer ID: DQ379
Customer Company: Williams-ClayReal Estate Company
Customer Location: Maryport, United States
Product Info: Eufy Air Purifier Indoor (Category: Air Purifier)
Manufacturer: Eufy
Product Price: 6740.87
Rating: 3.7 stars
Review Date: 2024-11-21
Review Content: ""Overall, it is decent. It has simple app controls, but there is still room for improvement.""",81,Air Purifier,Eufy Air Purifier Indoor,Williams-ClayReal Estate Company
20,51,UU972,2.4,2024-10-23,"Customer ID: UU972
Customer Company: Valencia-TaylorReal Estate Company
Customer Location: Port Alanside, United States
Product Info: Amazon Devices Smart Speaker Plus (Category: Smart Speaker)
Manufacturer: Amazon Devices
Product Price: 4694.15
Rating: 2.4 stars
Review Date: 2024-10-23
Review Content: ""I am not satisfied with this Smart Speaker. It has unclear instructions, and it does not feel worth the money.""",87,Smart Speaker,Amazon Devices Smart Speaker Plus,Valencia-TaylorReal Estate Company
8,66,EM988,4.6,2024-09-22,"Customer ID: EM988
Customer Company: Fowler-CraigIT Services Company
Customer Location: Tonyaville, United States
Product Info: Google Nest Smart Doorbell Mini (Category: Smart Doorbell)
Manufacturer: Google Nest
Product Price: 3252.06
Rating: 4.6 stars
Review Date: 2024-09-22
Review Content: ""The Google Assistant support feature is especially helpful, making it very convenient for home security.""",80,Smart Doorbell,Google Nest Smart Doorbell Mini,Fowler-CraigIT Services Company
11,77,SI442,2.4,2024-07-22,"Customer ID: SI442
Customer Company: Campbell-ThomasConsumer Electronics Store
Customer Location: Caitlinview, United States
Product Info: Wyze Smart Plug Outdoor (Category: Smart Plug)
Manufacturer: Wyze
Product Price: 9913.58
Rating: 2.4 stars
Review Date: 2024-07-22
Review Content: ""I noticed that This product Wyze Smart Plug Outdoordid not meet my expectations at all.The problem with Wi-Fi connectivity is very frustrating.This purchase was disappointing.""",93,Smart Plug,Wyze Smart Plug Outdoor,Campbell-ThomasConsumer Electronics Store
4,61,KW295,4.9,2024-07-12,"Customer ID: KW295
Customer Company: Tate and SonsOnline Marketplace Seller
Customer Location: Timothyside, United States
Product Info: Amazon Devices Air Purifier Ultra (Category: Air Purifier)
Manufacturer: Amazon Devices
Product Price: 414.6
Rating: 4.9 stars
Review Date: 2024-07-12
Review Content: ""After using it, This Air Purifierhas great build quality.The biggest issue is that it works very well during during bad weather.If I had to mention one downside, the price is a little higher than expected.I hope the manufacturer improves these issues.""",113,Air Purifier,Amazon Devices Air Purifier Ultra,Tate and SonsOnline Marketplace Seller
27,94,DP127,2.9,2024-06-24,"Customer ID: DP127
Customer Company: Steele-RussellHome Improvement Store
Customer Location: Lake Craig, United States
Product Info: Ecobee Smart Plug Pro (Category: Smart Plug)
Manufacturer: Ecobee
Product Price: 2894.52
Rating: 2.9 stars
Review Date: 2024-06-24
Review Content: ""I would not recommend this Smart Plug. It has unclear instructions, and I was disappointed.""",80,Smart Plug,Ecobee Smart Plug Pro,Steele-RussellHome Improvement Store
12,82,SI442,4.0,2024-06-21,"Customer ID: SI442
Customer Company: Campbell-ThomasConsumer Electronics Store
Customer Location: Caitlinview, United States
Product Info: Arlo Smart Lighting Mini (Category: Smart Lighting)
Manufacturer: Arlo
Product Price: 2035.89
Rating: 4.0 stars
Review Date: 2024-06-21
Review Content: ""This Smart Lighting works really well and has reliable performance. Overall, I am very happy with it.""",81,Smart Lighting,Arlo Smart Lighting Mini,Campbell-ThomasConsumer Electronics Store
