OrderID,ProductID,UnitPrice,Quantity,Discount,ProductName,QuantityPerUnit
37,57,722.92,19,0.1,Eufy Smart Plug Pro,2 units per pack
37,59,6995.27,1,0.2,Ring Smart Plug Pro,1 bundle
37,86,5096.49,13,0.1,Ring Security System Premium,1 replacement unit
38,3,3626.56,5,0.1,Arlo Smart Sensor Indoor,1 bundle
38,17,1024.48,1,0.0,Honeywell Home Streaming Device Premium,1 bundle
38,21,6976.36,14,0.0,Philips Hue Robot Vacuum Ultra,6-pack
38,50,5032.04,19,0.1,Belkin Wemo Smart Doorbell Mini,1 bundle
38,96,1192.02,13,0.1,Amazon Devices Smart Lighting Indoor,6-pack
39,3,3534.01,5,0.0,Arlo Smart Sensor Indoor,1 bundle
39,11,1575.09,8,0.05,Samsung SmartThings Smart Thermostat Pro,1 bundle
39,12,1724.28,6,0.0,Honeywell Home Home Hub Indoor,1 replacement unit
39,55,370.42,11,0.15,Honeywell Home Smart Speaker Plus,1 unit per box
39,79,8659.47,7,0.1,Ring Smart Camera Premium,1 set per box
40,78,5257.97,2,0.15,Ecobee Smart Camera Pro,1 device with accessories
41,4,3775.47,12,0.15,Ecobee Home Hub Max,6-pack
41,30,8181.54,13,0.2,GE Appliances Smart Lock Standard,1 replacement unit
41,49,7077.35,13,0.2,GE Appliances Smart Speaker Standard,1 unit per box
41,70,3618.63,4,0.2,Honeywell Home Smart Plug Essential,1 unit per box
41,95,1426.38,17,0.05,Google Nest Smart Display Max,1 unit per box
42,71,8715.0,6,0.15,Apple Home Smart Display Premium,4-pack
42,74,1668.03,14,0.05,Ecobee Smart TV Ultra,6-pack
42,76,9537.84,18,0.05,Arlo Smart Lighting Outdoor,1 starter kit
43,42,10052.06,7,0.1,Google Nest Smart Doorbell Essential,6-pack
43,81,2161.83,8,0.0,Amazon Devices Air Purifier Outdoor,1 bundle
44,17,976.08,12,0.15,Honeywell Home Streaming Device Premium,1 bundle
44,21,6737.48,5,0.15,Philips Hue Robot Vacuum Ultra,6-pack
44,50,5058.7,18,0.05,Belkin Wemo Smart Doorbell Mini,1 bundle
44,74,1682.6,2,0.2,Ecobee Smart TV Ultra,6-pack
44,87,4267.4,6,0.0,Ring Smart Speaker Plus,2 units per pack
45,35,5168.6,8,0.15,TP-Link Kasa Air Purifier Max,1 device with accessories
45,39,654.42,13,0.1,Eufy Smart Plug Standard,1 replacement unit
45,40,3963.94,10,0.15,TP-Link Kasa Smart Speaker Pro,4-pack
45,41,3981.96,7,0.05,Wyze Home Hub Outdoor,4-pack
45,87,3933.98,3,0.15,Ring Smart Speaker Plus,2 units per pack
46,8,3141.72,9,0.1,Arlo Smart Display Max,6-pack
46,42,9846.18,16,0.15,Google Nest Smart Doorbell Essential,6-pack
46,54,5238.69,18,0.05,Ecobee Home Hub Outdoor,1 replacement unit
46,94,9140.3,14,0.15,GE Appliances Robot Vacuum Standard,1 unit per box
46,98,1653.16,4,0.0,Ring Smart Plug Indoor,4-pack
47,54,5280.86,9,0.0,Ecobee Home Hub Outdoor,1 replacement unit
48,14,2146.22,6,0.1,LG Electronics Smart Lock Indoor,1 starter kit
48,42,9403.57,8,0.1,Google Nest Smart Doorbell Essential,6-pack
48,46,6200.34,8,0.1,Ring Smart Lock Ultra,4-pack
48,49,7614.62,14,0.15,GE Appliances Smart Speaker Standard,1 unit per box
49,29,517.44,9,0.2,Honeywell Home Security System Pro,1 starter kit
49,48,7847.34,10,0.15,Samsung SmartThings Air Purifier Indoor,1 device with accessories
49,71,8584.78,5,0.2,Apple Home Smart Display Premium,4-pack
49,98,1655.44,19,0.15,Ring Smart Plug Indoor,4-pack
50,24,7749.15,3,0.0,Ring Robot Vacuum Standard,1 starter kit
50,45,5365.15,11,0.2,Belkin Wemo Smart Plug Plus,1 replacement unit
50,47,7957.21,20,0.15,Arlo Smart Camera Mini,1 bundle
50,64,983.64,16,0.1,Google Nest Smart Lock Pro,1 replacement unit
50,77,211.47,3,0.15,Ring Smart Speaker Plus,1 unit per box
51,4,3488.54,6,0.05,Ecobee Home Hub Max,6-pack
51,40,3888.59,14,0.1,TP-Link Kasa Smart Speaker Pro,4-pack
51,45,5464.08,6,0.05,Belkin Wemo Smart Plug Plus,1 replacement unit
52,14,2221.8,2,0.2,LG Electronics Smart Lock Indoor,1 starter kit
52,65,4515.42,10,0.05,Honeywell Home Smart Camera Mini,1 device with accessories
52,85,9492.32,19,0.1,Wyze Smart Thermostat Max,3-pack
53,14,2128.98,5,0.1,LG Electronics Smart Lock Indoor,1 starter kit
53,42,9227.83,12,0.05,Google Nest Smart Doorbell Essential,6-pack
54,3,3517.41,19,0.0,Arlo Smart Sensor Indoor,1 bundle
54,11,1719.94,19,0.05,Samsung SmartThings Smart Thermostat Pro,1 bundle
54,62,5081.1,10,0.2,Belkin Wemo Smart TV Pro,1 unit per box
54,70,3701.23,8,0.05,Honeywell Home Smart Plug Essential,1 unit per box
54,83,9751.82,19,0.1,GE Appliances Streaming Device Indoor,3-pack
55,85,9780.38,4,0.1,Wyze Smart Thermostat Max,3-pack
56,13,9353.45,15,0.05,Google Nest Smart Lighting Plus,1 set per box
56,17,1008.81,20,0.2,Honeywell Home Streaming Device Premium,1 bundle
56,25,1472.65,19,0.1,Samsung SmartThings Smart Camera Essential,1 device with accessories
56,98,1663.01,15,0.0,Ring Smart Plug Indoor,4-pack
57,94,9106.47,2,0.2,GE Appliances Robot Vacuum Standard,1 unit per box
58,78,5041.81,19,0.05,Ecobee Smart Camera Pro,1 device with accessories
59,3,3285.11,4,0.2,Arlo Smart Sensor Indoor,1 bundle
59,12,1840.18,19,0.2,Honeywell Home Home Hub Indoor,1 replacement unit
59,60,4802.1,5,0.0,Wyze Smart Doorbell Essential,4-pack
59,90,5429.79,14,0.0,Wyze Smart Speaker Essential,1 replacement unit
60,17,1006.98,13,0.2,Honeywell Home Streaming Device Premium,1 bundle
60,35,5688.45,9,0.1,TP-Link Kasa Air Purifier Max,1 device with accessories
60,36,288.84,12,0.1,Arlo Robot Vacuum Mini,1 replacement unit
60,52,9698.44,7,0.1,Wyze Smart Display Ultra,1 unit per box
60,81,2065.29,10,0.2,Amazon Devices Air Purifier Outdoor,1 bundle
61,39,640.52,5,0.0,Eufy Smart Plug Standard,1 replacement unit
61,47,8383.33,17,0.05,Arlo Smart Camera Mini,1 bundle
62,2,893.74,7,0.0,Samsung SmartThings Smart Sensor Plus,1 set per box
62,23,5958.0,10,0.0,LG Electronics Smart Doorbell Plus,2 units per pack
62,37,2808.89,20,0.2,Google Nest Smart Lighting Mini,1 set per box
62,40,3910.91,9,0.1,TP-Link Kasa Smart Speaker Pro,4-pack
62,41,3728.4,2,0.0,Wyze Home Hub Outdoor,4-pack
63,9,9354.81,11,0.1,Philips Hue Streaming Device Essential,6-pack
63,17,1013.27,4,0.1,Honeywell Home Streaming Device Premium,1 bundle
63,59,7038.49,4,0.1,Ring Smart Plug Pro,1 bundle
64,12,1841.89,1,0.0,Honeywell Home Home Hub Indoor,1 replacement unit
64,54,5106.62,8,0.05,Ecobee Home Hub Outdoor,1 replacement unit
64,57,730.44,18,0.05,Eufy Smart Plug Pro,2 units per pack
64,68,5032.54,2,0.05,Arlo Smart Speaker Premium,1 starter kit
64,73,4430.16,16,0.05,Arlo Smart Camera Ultra,1 starter kit
65,46,6530.39,16,0.2,Ring Smart Lock Ultra,4-pack
65,53,7072.83,10,0.05,Google Nest Smart Display Standard,1 device with accessories
65,71,8700.45,3,0.15,Apple Home Smart Display Premium,4-pack
65,85,9837.19,10,0.2,Wyze Smart Thermostat Max,3-pack
66,55,392.57,10,0.1,Honeywell Home Smart Speaker Plus,1 unit per box
67,35,5671.19,18,0.0,TP-Link Kasa Air Purifier Max,1 device with accessories
67,61,8824.32,18,0.0,Ecobee Smart Display Pro,1 unit per box
67,73,4719.81,18,0.1,Arlo Smart Camera Ultra,1 starter kit
67,75,4250.26,5,0.1,Belkin Wemo Smart Doorbell Standard,1 starter kit
67,91,6700.31,17,0.1,Ring Smart Lighting Premium,3-pack
68,7,6495.08,15,0.1,Apple Home Smart Doorbell Outdoor,1 device with accessories
68,9,8975.88,8,0.15,Philips Hue Streaming Device Essential,6-pack
68,24,7890.32,7,0.05,Ring Robot Vacuum Standard,1 starter kit
68,54,5311.08,7,0.15,Ecobee Home Hub Outdoor,1 replacement unit
68,56,7745.1,4,0.2,LG Electronics Streaming Device Outdoor,1 device with accessories
69,4,3778.45,14,0.0,Ecobee Home Hub Max,6-pack
69,57,745.22,1,0.0,Eufy Smart Plug Pro,2 units per pack
69,76,9422.9,6,0.2,Arlo Smart Lighting Outdoor,1 starter kit
69,96,1258.86,4,0.0,Amazon Devices Smart Lighting Indoor,6-pack
70,14,2180.35,6,0.1,LG Electronics Smart Lock Indoor,1 starter kit
70,17,1036.52,3,0.1,Honeywell Home Streaming Device Premium,1 bundle
70,57,727.26,4,0.1,Eufy Smart Plug Pro,2 units per pack
70,72,9958.71,19,0.15,TP-Link Kasa Security System Standard,6-pack
70,95,1447.99,14,0.0,Google Nest Smart Display Max,1 unit per box
71,22,4169.89,15,0.1,Google Nest Smart TV Pro,3-pack
71,23,6276.24,18,0.2,LG Electronics Smart Doorbell Plus,2 units per pack
71,94,9408.27,7,0.15,GE Appliances Robot Vacuum Standard,1 unit per box
72,18,5745.82,10,0.05,Arlo Smart Lock Ultra,1 replacement unit
72,76,9645.32,1,0.15,Arlo Smart Lighting Outdoor,1 starter kit
72,89,4068.55,17,0.05,Ring Home Hub Pro,1 starter kit
73,38,9739.46,8,0.1,GE Appliances Smart Display Ultra,3-pack
73,48,7920.29,18,0.15,Samsung SmartThings Air Purifier Indoor,1 device with accessories
73,89,4347.12,11,0.05,Ring Home Hub Pro,1 starter kit
73,96,1162.68,18,0.1,Amazon Devices Smart Lighting Indoor,6-pack
74,2,876.57,12,0.05,Samsung SmartThings Smart Sensor Plus,1 set per box
74,7,6409.78,9,0.0,Apple Home Smart Doorbell Outdoor,1 device with accessories
74,26,4676.41,8,0.1,Philips Hue Air Purifier Plus,6-pack
74,53,6699.02,6,0.15,Google Nest Smart Display Standard,1 device with accessories
74,86,5249.69,14,0.1,Ring Security System Premium,1 replacement unit
75,22,4275.37,18,0.05,Google Nest Smart TV Pro,3-pack
75,42,9669.36,19,0.15,Google Nest Smart Doorbell Essential,6-pack
75,77,206.5,2,0.1,Ring Smart Speaker Plus,1 unit per box
76,23,6193.29,20,0.2,LG Electronics Smart Doorbell Plus,2 units per pack
76,25,1419.93,15,0.15,Samsung SmartThings Smart Camera Essential,1 device with accessories
76,54,5292.99,16,0.0,Ecobee Home Hub Outdoor,1 replacement unit
76,57,694.1,14,0.15,Eufy Smart Plug Pro,2 units per pack
76,60,4921.84,16,0.1,Wyze Smart Doorbell Essential,4-pack
77,23,6084.16,14,0.05,LG Electronics Smart Doorbell Plus,2 units per pack
77,27,9507.49,14,0.2,Belkin Wemo Smart Speaker Outdoor,1 bundle
78,84,4814.85,8,0.2,Eufy Smart Doorbell Plus,1 set per box
79,22,4071.73,9,0.0,Google Nest Smart TV Pro,3-pack
79,61,8836.03,20,0.1,Ecobee Smart Display Pro,1 unit per box
79,84,4842.54,20,0.2,Eufy Smart Doorbell Plus,1 set per box
79,93,6490.6,3,0.1,GE Appliances Smart Display Max,1 bundle
79,94,9393.04,7,0.1,GE Appliances Robot Vacuum Standard,1 unit per box
80,48,7731.33,5,0.1,Samsung SmartThings Air Purifier Indoor,1 device with accessories
80,62,5330.98,14,0.15,Belkin Wemo Smart TV Pro,1 unit per box
80,100,388.23,16,0.2,Belkin Wemo Air Purifier Mini,4-pack
81,22,3966.1,5,0.15,Google Nest Smart TV Pro,3-pack
82,12,1891.15,1,0.1,Honeywell Home Home Hub Indoor,1 replacement unit
83,7,6560.19,5,0.0,Apple Home Smart Doorbell Outdoor,1 device with accessories
83,72,9701.61,18,0.15,TP-Link Kasa Security System Standard,6-pack
83,82,4625.39,5,0.0,Apple Home Smart Doorbell Essential,2 units per pack
83,83,9656.65,8,0.2,GE Appliances Streaming Device Indoor,3-pack
84,15,2722.71,20,0.05,Eufy Smart Speaker Essential,4-pack
84,76,9778.86,7,0.05,Arlo Smart Lighting Outdoor,1 starter kit
84,100,398.47,7,0.2,Belkin Wemo Air Purifier Mini,4-pack
85,2,849.13,6,0.05,Samsung SmartThings Smart Sensor Plus,1 set per box
85,15,2653.88,13,0.1,Eufy Smart Speaker Essential,4-pack
85,64,967.59,17,0.05,Google Nest Smart Lock Pro,1 replacement unit
86,9,8863.09,18,0.1,Philips Hue Streaming Device Essential,6-pack
87,51,1682.07,15,0.15,Google Nest Smart Thermostat Outdoor,1 bundle
87,98,1716.26,16,0.0,Ring Smart Plug Indoor,4-pack
88,33,221.67,8,0.0,Arlo Smart Thermostat Max,1 unit per box
89,21,6920.46,8,0.05,Philips Hue Robot Vacuum Ultra,6-pack
90,37,2829.81,6,0.1,Google Nest Smart Lighting Mini,1 set per box
90,39,610.08,10,0.05,Eufy Smart Plug Standard,1 replacement unit
90,44,4292.29,15,0.05,Honeywell Home Smart Thermostat Outdoor,2 units per pack
90,71,7938.91,7,0.15,Apple Home Smart Display Premium,4-pack
91,4,3725.55,15,0.0,Ecobee Home Hub Max,6-pack
91,92,1208.64,16,0.15,TP-Link Kasa Smart Speaker Outdoor,3-pack
92,38,9126.23,2,0.15,GE Appliances Smart Display Ultra,3-pack
92,46,5979.25,8,0.1,Ring Smart Lock Ultra,4-pack
92,89,4062.61,7,0.15,Ring Home Hub Pro,1 starter kit
93,74,1670.73,9,0.2,Ecobee Smart TV Ultra,6-pack
94,12,1878.95,10,0.1,Honeywell Home Home Hub Indoor,1 replacement unit
94,35,5556.88,7,0.1,TP-Link Kasa Air Purifier Max,1 device with accessories
94,61,8355.29,6,0.1,Ecobee Smart Display Pro,1 unit per box
94,92,1189.72,1,0.05,TP-Link Kasa Smart Speaker Outdoor,3-pack
95,9,8890.16,4,0.05,Philips Hue Streaming Device Essential,6-pack
95,81,2004.47,8,0.05,Amazon Devices Air Purifier Outdoor,1 bundle
95,89,4053.62,20,0.0,Ring Home Hub Pro,1 starter kit
95,95,1352.32,1,0.15,Google Nest Smart Display Max,1 unit per box
96,1,5642.17,19,0.15,Philips Hue Smart Lock Max,1 device with accessories
96,37,3041.59,13,0.0,Google Nest Smart Lighting Mini,1 set per box
96,54,5092.14,15,0.15,Ecobee Home Hub Outdoor,1 replacement unit
96,64,914.41,4,0.15,Google Nest Smart Lock Pro,1 replacement unit
97,83,9310.43,7,0.1,GE Appliances Streaming Device Indoor,3-pack
98,14,2199.39,8,0.1,LG Electronics Smart Lock Indoor,1 starter kit
98,98,1751.92,15,0.0,Ring Smart Plug Indoor,4-pack
99,64,976.96,4,0.15,Google Nest Smart Lock Pro,1 replacement unit
100,81,2084.58,6,0.05,Amazon Devices Air Purifier Outdoor,1 bundle
101,11,1711.26,9,0.0,Samsung SmartThings Smart Thermostat Pro,1 bundle
101,37,3090.18,8,0.15,Google Nest Smart Lighting Mini,1 set per box
101,80,7746.52,18,0.15,Ring Streaming Device Mini,1 device with accessories
102,38,9368.32,15,0.2,GE Appliances Smart Display Ultra,3-pack
102,67,4913.85,9,0.05,Arlo Smart Doorbell Plus,1 starter kit
102,73,4405.56,3,0.2,Arlo Smart Camera Ultra,1 starter kit
103,26,4998.66,8,0.2,Philips Hue Air Purifier Plus,6-pack
103,27,9389.48,11,0.0,Belkin Wemo Smart Speaker Outdoor,1 bundle
103,34,2901.05,12,0.05,Arlo Smart TV Plus,1 starter kit
103,39,625.31,18,0.15,Eufy Smart Plug Standard,1 replacement unit
104,27,10116.64,4,0.0,Belkin Wemo Smart Speaker Outdoor,1 bundle
104,43,2690.82,18,0.2,Belkin Wemo Smart Display Standard,1 set per box
104,44,4465.18,7,0.1,Honeywell Home Smart Thermostat Outdoor,2 units per pack
104,82,4584.49,4,0.15,Apple Home Smart Doorbell Essential,2 units per pack
104,83,9426.45,4,0.05,GE Appliances Streaming Device Indoor,3-pack
105,3,3487.19,17,0.2,Arlo Smart Sensor Indoor,1 bundle
105,68,5390.39,1,0.15,Arlo Smart Speaker Premium,1 starter kit
105,95,1341.13,6,0.0,Google Nest Smart Display Max,1 unit per box
106,83,9627.66,6,0.1,GE Appliances Streaming Device Indoor,3-pack
106,100,404.72,6,0.0,Belkin Wemo Air Purifier Mini,4-pack
107,30,8589.32,13,0.15,GE Appliances Smart Lock Standard,1 replacement unit
107,40,3685.78,16,0.2,TP-Link Kasa Smart Speaker Pro,4-pack
107,57,737.42,14,0.1,Eufy Smart Plug Pro,2 units per pack
107,71,8267.63,15,0.05,Apple Home Smart Display Premium,4-pack
107,86,5087.87,11,0.2,Ring Security System Premium,1 replacement unit
108,15,2754.65,12,0.05,Eufy Smart Speaker Essential,4-pack
108,17,998.21,6,0.0,Honeywell Home Streaming Device Premium,1 bundle
108,26,4907.82,20,0.0,Philips Hue Air Purifier Plus,6-pack
108,71,8632.0,3,0.2,Apple Home Smart Display Premium,4-pack
108,100,384.95,15,0.15,Belkin Wemo Air Purifier Mini,4-pack
109,3,3363.93,15,0.2,Arlo Smart Sensor Indoor,1 bundle
109,37,3055.12,9,0.1,Google Nest Smart Lighting Mini,1 set per box
109,45,5528.37,3,0.15,Belkin Wemo Smart Plug Plus,1 replacement unit
109,47,8225.12,4,0.2,Arlo Smart Camera Mini,1 bundle
109,87,4296.4,8,0.2,Ring Smart Speaker Plus,2 units per pack
110,7,6901.94,5,0.2,Apple Home Smart Doorbell Outdoor,1 device with accessories
110,11,1603.2,16,0.0,Samsung SmartThings Smart Thermostat Pro,1 bundle
110,41,3672.21,1,0.05,Wyze Home Hub Outdoor,4-pack
110,80,8114.6,14,0.05,Ring Streaming Device Mini,1 device with accessories
110,94,9352.23,6,0.1,GE Appliances Robot Vacuum Standard,1 unit per box
111,10,2969.18,6,0.15,Apple Home Smart TV Premium,1 starter kit
111,36,278.72,19,0.1,Arlo Robot Vacuum Mini,1 replacement unit
112,27,10080.53,16,0.2,Belkin Wemo Smart Speaker Outdoor,1 bundle
113,99,965.3,5,0.1,Ecobee Home Hub Ultra,1 device with accessories
114,6,265.56,14,0.05,GE Appliances Smart Plug Essential,1 bundle
114,21,6809.2,8,0.05,Philips Hue Robot Vacuum Ultra,6-pack
114,55,376.55,12,0.1,Honeywell Home Smart Speaker Plus,1 unit per box
114,66,1907.57,3,0.05,Apple Home Smart Display Max,2 units per pack
114,75,4117.04,10,0.15,Belkin Wemo Smart Doorbell Standard,1 starter kit
115,7,6775.8,5,0.15,Apple Home Smart Doorbell Outdoor,1 device with accessories
115,11,1614.95,6,0.05,Samsung SmartThings Smart Thermostat Pro,1 bundle
116,1,5955.58,16,0.15,Philips Hue Smart Lock Max,1 device with accessories
116,7,6357.05,6,0.05,Apple Home Smart Doorbell Outdoor,1 device with accessories
116,57,751.94,20,0.2,Eufy Smart Plug Pro,2 units per pack
116,77,216.52,7,0.1,Ring Smart Speaker Plus,1 unit per box
117,28,609.11,10,0.15,Samsung SmartThings Smart Lighting Standard,4-pack
117,73,4594.05,15,0.0,Arlo Smart Camera Ultra,1 starter kit
117,94,9358.67,15,0.2,GE Appliances Robot Vacuum Standard,1 unit per box
118,69,1931.78,1,0.0,Honeywell Home Air Purifier Indoor,1 bundle
119,3,3511.26,17,0.15,Arlo Smart Sensor Indoor,1 bundle
119,57,747.91,12,0.1,Eufy Smart Plug Pro,2 units per pack
119,68,5011.42,20,0.2,Arlo Smart Speaker Premium,1 starter kit
119,86,5223.42,3,0.05,Ring Security System Premium,1 replacement unit
120,62,5253.89,19,0.0,Belkin Wemo Smart TV Pro,1 unit per box
121,8,3239.15,4,0.0,Arlo Smart Display Max,6-pack
121,10,2756.18,11,0.05,Apple Home Smart TV Premium,1 starter kit
121,57,698.83,5,0.05,Eufy Smart Plug Pro,2 units per pack
121,61,8414.04,7,0.05,Ecobee Smart Display Pro,1 unit per box
121,96,1244.32,4,0.2,Amazon Devices Smart Lighting Indoor,6-pack
122,64,977.77,20,0.1,Google Nest Smart Lock Pro,1 replacement unit
123,8,3022.56,12,0.0,Arlo Smart Display Max,6-pack
123,12,1735.39,11,0.0,Honeywell Home Home Hub Indoor,1 replacement unit
123,41,3922.92,13,0.05,Wyze Home Hub Outdoor,4-pack
123,64,955.06,8,0.05,Google Nest Smart Lock Pro,1 replacement unit
123,85,10120.79,18,0.15,Wyze Smart Thermostat Max,3-pack
124,59,6980.24,20,0.2,Ring Smart Plug Pro,1 bundle
125,23,6223.98,15,0.05,LG Electronics Smart Doorbell Plus,2 units per pack
125,47,8263.77,15,0.05,Arlo Smart Camera Mini,1 bundle
125,88,5605.0,17,0.15,Samsung SmartThings Smart TV Ultra,1 device with accessories
125,89,4231.51,6,0.0,Ring Home Hub Pro,1 starter kit
126,36,282.01,7,0.0,Arlo Robot Vacuum Mini,1 replacement unit
127,79,8643.35,14,0.2,Ring Smart Camera Premium,1 set per box
127,87,4064.26,11,0.2,Ring Smart Speaker Plus,2 units per pack
